X1,X2,leiden_cluster_id,infomap_cluster_id,walktrap6_cluster_id,walktrap4_cluster_id,walktrap2_cluster_id,protein_name,best_gos,second_best_gos
OG0000017,-1.84954530610396,-2.78883305635206,1,1,710,811,285,Serpin domain-containing protein,GO:0004867; GO:0005615; GO:0010466 (491),GO:0004674; GO:0004867; GO:0005615; GO:0010466 (263)
OG0000018,-3.42191583527876,-3.91999212350599,2,2,711,812,286,Cuticle protein, putative,GO:0008010; GO:0062129 (578),GO:0042302 (170)
OG0000019,-2.58258087052657,2.13353547010668,3,3,712,813,287,ABC transporter domain-containing protein,GO:0005524; GO:0016020; GO:0016887; GO:0140359 (294),GO:0005319; GO:0005524; GO:0006869; GO:0016020; GO:0016887; GO:0042626; GO:0043231; GO:0140359 (291)
OG0000023,-3.4941662014897,-3.95623901929609,2,2,713,814,288,Cytochrome P450, putative,GO:0005506; GO:0020037; GO:0070330 (213),GO:0004497; GO:0005506; GO:0005789; GO:0016705; GO:0020037 (141)
OG0000025,-2.75382596864058,2.82220276746996,1,4,714,815,289,Organic cation transporter protein-like protein,GO:0016020; GO:0022857 (604),GO:0016020 (78)
OG0000026,0.859375053507551,-4.26698735799544,4,5,715,816,290,Neurotransmitter-gated ion-channel-like protein,GO:0004888; GO:0005230; GO:0005254; GO:0005886 (140),GO:0004888; GO:0005254; GO:0005886; GO:0043005; GO:0045202; GO:1902476; GO:1904315 (137)
OG0000027,-2.69791681184126,-0.172038947007581,5,6,716,817,291,Arylsulfatase B, putative,GO:0003943 (403),GO:0003943; GO:0016020 (188)
OG0000028,-3.73577482117964,1.51472672376879,6,7,717,818,292,Transporter,GO:0015293; GO:0016020 (355),GO:0015187; GO:0015293; GO:0016020; GO:0035725 (127)
OG0000029,-3.13478643311812,-0.13164988603346,5,6,718,819,293,Monocarboxylate transporter, putative,GO:0008028; GO:0016020 (414),GO:0016020 (186)
OG0000030,-10.0722516240056,1.79194888029344,7,8,719,820,294,Excitatory amino acid transporter, putative,GO:0004970; GO:0005886; GO:0008066; GO:0035249; GO:0050804; GO:0098839; GO:1904315 (245),GO:0004970; GO:0045211 (205)
OG0000031,-1.33426577462508,-0.330859576127454,1,9,720,821,295,Nose resistant-to-fluoxetine protein N-terminal domain-containing protein,GO:0016020; GO:0016747 (564),GO:0016020 (74)
OG0000032,-6.19095069779708,-9.10218993272536,8,10,721,822,296,Aryl-alcohol oxidase, putative,GO:0016614; GO:0050660 (318),GO:0016491; GO:0016614; GO:0050660 (293)
OG0000034,3.36951928721116,-1.83049479570143,9,11,722,823,297,Acid methyltransferase, putative,GO:0004395; GO:0005739; GO:0006744; GO:0032259 (538),GO:0003824 (65)
OG0000036,5.49385922537492,-0.985774193665907,10,12,723,824,298,Nose resistant to fluoxetine protein 6-like,GO:0016020; GO:0016747 (575),GO:0016020 (11)
OG0000037,2.49517955766366,0.726385439970568,9,13,724,825,299,THAP-type domain-containing protein,GO:0043565 (581),NA
OG0000039,1.01796799288438,1.24506148252733,9,14,725,826,300,Tissue factor pathway inhibitor 2-like isoform X4,GO:0004867; GO:0010466; GO:0044562 (489),GO:0004867; GO:0005576; GO:0010466; GO:0030198; GO:0044562; GO:0090729 (34)
OG0000040,-1.34182531251265,0.165651167967394,1,15,726,827,301,Peptidase M12B domain-containing protein,GO:0004222; GO:0006508; GO:0046872 (470),GO:0004222; GO:0006509; GO:0046872 (91)
